职位名称,名称,地点,分类,时间,工作内容
15575-《王者荣耀》资深客户端开发工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责王者荣耀游戏业务系统内容开发；
完善游戏开发/制作管线，实现快速迭代及验证制作内容；
基于Unity3D的图形图像效果开发与性能优化；
负责游戏制作所需要的工具开发；"
15575-《王者荣耀》算法高级工程师（AI与引擎交叉方向）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"1. 结合图形学和深度学习交叉领域的算法，并将其应用于游戏技术各子领域中
2. 结合图形学和深度学习各自的优势，在保证内容生成质量的同时，提升内容生成的效率
3. 负责计算机视觉/图形学领域核心技术在游戏AI等相关领域的算法研发与产品化等工作，包括但不限于如下方向：虚拟形象创建，2D/3D姿态估计与识别，面部表情动捕技术，视频动捕技术，3D人体动作合成/迁移、角色动作动画生成与渲染，纹理合成与可微渲染，常见游戏资源（模型/材质/贴图/动画/场景布局）的程序化生成等相关算法等等
4. 负责相关项目的数据集搭建、模型训练和调优，并能结合游戏引擎技术去做迭代、优化和落地"
15575-《王者荣耀》开悟平台高级服务器开发（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责游戏AI工程平台研发，包括后端系统架构设计与实现；
负责游戏AI海量数据计算，包括CPU/GPU运算集群，深度学习平台强化学习平台核心功能研发；
负责系统推理优化，提升模型训练速度；"
15575-《王者荣耀》大数据后台开发工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责大数据实时传输、存储、实时计算、离线计算等底层基础支撑框架的开发、设计和运营；
负责机器学习算法模型特征计算、线上部署等；
负责高性能高可用基础框架和组件的开发、设计及优化；"
15575-《王者荣耀》赛事电视台后台开发（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"参与电竞直播后台架构设计和搭建工作；
负责电竞直播后台模块开发工作；
负责电竞直播台性能分析和调优工作；"
15575-《王者荣耀》游戏AI深度学习研究员（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"基于海量游戏数据和计算资源，结合业务需求，设计和优化游戏AI玩法、行为表现；
负责包括但不限于为深度学习的游戏平衡性提供算法和解决方案；
游戏AI算法开发，包括特征工程、模型训练、效果优化等，完成项目交付；
跟进探索研究前沿机器学习技术，并能够将落地到游戏项目中，不断迭代和优化项目效果；"
15569-QQ飞车手游-客户端高级开发工程师（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"负责游戏产品玩法需求的技术可行性评估, 技术方案的设计和实现；
协助引擎研发工程师建立高效的游戏内容制作管线，保障运行性能，完善并持续优化相关工具链；
与策划/美术/服务端程序紧密合作, 完善游戏产品, 打磨用户体验。"
15570-3A游戏IP手游高级服务器开发工程师（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"负责FPS手游服务器的架构设计；
负责FPS手游服务器的业务需求开发；
负责FPS手游服务器的性能优化；
负责FPS手游服务器的架构调优。"
15575-《王者荣耀》推荐系统高级后台工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责实时推荐系统/存储系统 设计、开发、重构等工作；
负责推荐系统周边相关的组件设计与开发；
负责推荐业务支持、分布式大数据系统开发、计算性能调优、高性能服务框架设计与开发；
参与项目的架构设计、评审、技术攻坚及优化；
参与系统文档的撰写、维护；"
15575-《王者荣耀》推荐算法高级工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责基于王者荣耀海量用户，个性化推荐在游戏领域的应用和研究，提高用户体验和推荐效果；
负责王者荣耀推荐的ctr、cvr的深入研究和优化，包括但不限于 特征选择、算法优化、ML pipeline优化等；
负责业界前沿算法的探索和落地。"
15575-《王者荣耀》高级客户端开发（gameplay方向）（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责王者荣耀moba核心战斗系统； 
在技术框架下，实现英雄技能新特性以及关卡玩法新机制； 
完善开发管线，实现快速迭代及验证制作内容； 
负责局内性能，crash等问题的定位，针对各平台存在的帧率，内存问题进行优化； "
15575-《王者荣耀》AI平台开发工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责实时分布式强化学习平台设计、开发、重构等工作；
负责游戏AI海量数据计算，包括CPU/GPU运算集群，深度学习平台/强化学习平台核心功能研发；
负责系统推理优化，提升模型训练速度；"
WXG01-微信数据平台研发专家工程师（广州/深圳）,WXG ," 广州,中国 ", 技术 ,2021/9/30,"参与数据中台系统分析、架构设计、开发实现、性能优化、新技术预研、数据规范的制定，以及Saas应用转化;
参与数据采集、数据导入与预处理、数据仓库、数据建模、元数据设计、分布式存储、分布式处理等大数据基础平台的设计与实现，对外提供有高质量的数据服务；
参与推动技术共享共建、重用复用，收拢与管理数据，提供统一标准化数据给业务调用，降低研发成本、提高研发效率、有效缩短业务上线周期；
深入理解视频号和微信业务，抽象相关业务模型，构建高可复用的数据中台，实现业务快速迭代
结合业务对现有系统不足进行分析，找到技术瓶颈，参与重构优化、改进系统架构。"
WXG01-微信视频号投放算法专家（广州/深圳）,WXG ," 广州,中国 ", 技术 ,2021/9/30,"负责微信视频号和直播的微信内投放系统算法设计和落地；
应用前沿的深度学习技术，提升投放CTR模型预估精度；
从海量数据中，挖掘用户与内容的意图兴趣和向量表达，优化触发、定向、召回等各个阶段的效果。"
WXG01-微信视频号投放算法专家（深圳/广州）,WXG ," 深圳,中国 ", 技术 ,2021/9/30,"负责微信视频号和直播的微信内投放系统算法设计和落地；
应用前沿的深度学习技术，提升投放CTR模型预估精度；
从海量数据中，挖掘用户与内容的意图兴趣和向量表达，优化触发、定向、召回等各个阶段的效果。"
15575-《王者荣耀》赛事电视台Android客户端（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"参与移动游戏内嵌赛事电视台相关的功能需求讨论，开发流程和计划制定；
负责移动游戏内嵌赛事电视台相关的功能需求开发；
负责移动游戏内嵌赛事电视台创新功能与技术平台的开发与建设；"
41071-腾讯会议NLP算法工程师（广州）,CSIG ," 广州,中国 ", 技术 ,2021/9/30,"1、负责腾讯会议标签的挖掘工作，对标题、UGC内容进行特征挖掘，包括但不限于文本分类、关键词提取、实体挖掘等； 
2、跟踪业界最新研究成果，根据实际应用效果不断改进模型或算法，以及将前沿NLP技术/成果应用于业务相关场景中


1、良好的逻辑思维能力，较好自驱力；有敏锐的数据洞察力，较强的总结归纳能力优先； 
2、精通python/scala/java/c++至少一种开发语言；有较好的算法基础及工程实践优先；  
3、扎实的机器学习和自然语言处理基础；在NLP领域有相关的工作经验优先；
4、有较强的研究能力；顶级会议发表过高质量论文者优先
5、熟悉深度学习平台如tensorflow，pytorch，caffe等
通过腾讯云从业资格证或同等资格认证的优先录取"
15575-《王者荣耀》资深AI工程师-图像检测方向（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"利用机器/深度学习等技术，改进王者游戏/赛事等的用户体验； 
分析基础数据包括但不限于文本/图形/视频数据，挖掘用户兴趣、分析用户商业意图，挖掘流量潜在商业价值，提升流量变现；
研究计算机视觉和计算机图形学相关方向的算法和预研，辅助提效美术研发设计；"
27141-APEX手游资深UE4引擎工程师（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"1.定制UE4引擎，包含但不限于前沿的渲染、动画、物理或寻路方案；定制引擎底层功能模块；
2.优化IOS/Android上的游戏性能；
3.配合TA/LD共同制订3D美术/动画/关卡制作标准及工作流；
4.开发引擎配套工具。"
27141-APEX手游UE4客户端开发工程师（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"负责游戏客户端逻辑功能和核心模块的开发； 
负责对Unreal Engine进行性能优化和支持； 
负责美术、策划工具的开发。"
15575-《王者荣耀》资深数据挖掘工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"利用机器/深度学习等技术，改进王者游戏/赛事等的用户体验； 
分析基础数据包括但不限于文本/图形/视频数据，挖掘用户兴趣、 分析用户商业意图，挖掘流量潜在商业价值，提升流量变现；
参与商业化实验评估系统的迭代，探究科学的实验评估方法，探索准实验/观测性数据中推断因果关系的方法和落地场景，提高实验评估效率；
推动项目组因果推断/AB实验氛围，积累商业化因果推断/实验评估知识；"
15575-《王者荣耀》高级引擎开发工程师-UE方向（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责游戏客户端引擎技术研发与维护；
产品需求的技术可行性评估, 程序框架及技术方案的设计和具体实现；
协助美术/策划建立高效的游戏内容制作规范和流程, 完善并持续优化工具链；
针对游戏特性对游戏引擎进行方案选型, 指导Gameplay程序员正确高效地使用引擎相关功能。"
15575-《王者荣耀》共创游戏平台客户端高级开发工程师（玩法内容制作）（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责玩法系统与相关组件的开发；
参与基础系统的开发，包括游戏逻辑/AI/动画/脚本/物理/网络等；
探索玩法和技能新的机制，抽象和封装更易于编辑的能力；
与其他部门合作，对玩法制作工具和工作流进行迭代；
负责玩法性能，crash等问题的定位，以及玩法性能规范的制定；"
15575-《王者荣耀》共创平台引擎工具开发工程师（性能方向）（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责性能规范的建立；
负责性能分析工具的开发，并将检测能力集成在开发工具中；
负责针对需求定制增改Unity引擎底层功能；
负责调研竞品和业内的游戏优化技术，包括系统侧的优化和游戏引擎方面；"
